N_features,Depth,Learning Rate,N_trees,AUC_vl,Pr_vl
14,10,0.001,300,0.983078992,0.225511537
35,1,0.01,400,0.981671886,0.225511537
12,8,0.1,1000,0.982888501,0.225511537
24,1,0.01,700,0.982189454,0.225462459
35,4,0.001,300,0.982739865,0.225413403
15,9,0.001,400,0.983329742,0.225413403
15,8,0.001,800,0.982888734,0.225413403
28,3,0.01,200,0.982946026,0.225413403
31,5,0.001,500,0.983167419,0.225413403
14,6,0.01,200,0.983255383,0.225364368
18,7,0.001,800,0.983266626,0.225364368
25,7,0.001,100,0.983623692,0.225364368
25,6,0.001,100,0.98246622,0.225364368
13,9,0.001,800,0.983088853,0.225315355
20,7,0.001,200,0.982845967,0.225315355
11,3,0.01,600,0.983026896,0.225315355
25,5,0.001,800,0.983131722,0.225315355
32,4,0.001,1000,0.982935767,0.225315355
15,6,0.01,200,0.983091857,0.225266362
20,3,0.01,300,0.982858686,0.225266362
24,5,0.001,900,0.983150961,0.225266362
30,5,0.001,100,0.982721167,0.225266362
18,8,0.001,300,0.982925429,0.225217391
12,8,0.01,100,0.982564054,0.225217391
17,3,0.01,400,0.982854766,0.225217391
14,10,0.001,400,0.983100072,0.225217391
16,9,0.001,300,0.983154369,0.225217391
21,2,0.01,500,0.982496157,0.225217391
26,6,0.001,200,0.982762235,0.225217391
23,2,0.01,400,0.982550883,0.225168442
14,3,0.01,400,0.982512045,0.225070606
10,2,0.01,1000,0.982607951,0.225070606
20,8,0.001,100,0.982591931,0.225070606
23,4,0.01,200,0.982822677,0.225070606
33,4,0.001,200,0.982447848,0.225070606
15,9,0.001,800,0.983514147,0.22502172
12,10,0.001,800,0.983023726,0.22502172
17,7,0.001,1000,0.983377763,0.224972856
20,6,0.001,1000,0.983078452,0.224972856
12,9,0.001,1000,0.983019227,0.224972856
13,5,0.01,200,0.982031845,0.224924012
16,8,0.001,700,0.983161571,0.224924012
15,5,0.01,200,0.98236769,0.22487519
14,9,0.001,500,0.982618985,0.22487519
22,6,0.001,400,0.982994047,0.22487519
27,2,0.01,300,0.98253534,0.22487519
12,4,0.01,400,0.982992621,0.22487519
18,5,0.01,200,0.983158133,0.224826389
17,1,0.01,1000,0.98238204,0.224826389
16,7,0.001,1000,0.982930824,0.224826389
18,6,0.001,1000,0.982744715,0.224777609
14,8,0.001,800,0.98295631,0.224777609
21,6,0.001,300,0.982443174,0.224777609
11,7,0.01,200,0.982671529,0.224777609
17,9,0.001,100,0.982476777,0.22472885
18,9,0.001,200,0.983520901,0.22472885
15,8,0.001,600,0.982924972,0.22472885
23,6,0.001,600,0.983003786,0.22472885
25,5,0.001,900,0.983183785,0.22472885
30,4,0.001,900,0.982897421,0.22472885
17,8,0.001,300,0.983175151,0.224680113
15,10,0.001,100,0.983089208,0.224680113
10,8,0.01,100,0.981984189,0.224680113
16,8,0.001,400,0.982650694,0.224680113
20,6,0.001,900,0.98310182,0.224631396
25,3,0.01,200,0.982361214,0.224631396
28,5,0.001,700,0.98319903,0.224631396
20,7,0.001,400,0.983049519,0.224582701
22,7,0.001,300,0.983167472,0.224582701
23,6,0.001,800,0.98317129,0.224582701
26,6,0.001,300,0.983132944,0.224582701
25,6,0.001,500,0.983347685,0.224582701
32,6,0.001,100,0.983414117,0.224582701
17,8,0.001,400,0.983129838,0.224534027
12,9,0.01,100,0.98304089,0.224534027
13,8,0.001,1000,0.982790321,0.224534027
35,3,0.001,1000,0.982372773,0.224534027
21,6,0.001,700,0.98297347,0.224534027
24,5,0.001,800,0.982733725,0.224534027
33,5,0.001,200,0.982882151,0.224534027
15,9,0.01,100,0.983480388,0.224485374
17,5,0.01,200,0.982756854,0.224485374
29,6,0.001,100,0.982799801,0.224485374
31,6,0.001,200,0.98341477,0.224485374
18,9,0.001,100,0.982932295,0.224436742
35,4,0.001,600,0.982999233,0.224436742
13,10,0.001,700,0.983149875,0.224436742
27,5,0.001,700,0.983079806,0.224436742
34,2,0.01,200,0.981890698,0.224436742
18,2,0.01,500,0.982469156,0.224388131
17,2,0.01,500,0.982428975,0.224388131
21,6,0.001,800,0.982948242,0.224388131
35,2,0.01,200,0.982638097,0.224388131
19,1,0.01,800,0.98214862,0.224383917
10,6,0.01,300,0.982858739,0.224339541
10,9,0.01,200,0.983124102,0.224339541
18,1,0.01,800,0.98192191,0.224290972
35,4,0.001,400,0.982859864,0.224290972
16,7,0.001,900,0.98277081,0.224290972
25,2,0.01,400,0.982442317,0.224290972
10,10,0.1,600,0.983475465,0.224242424
14,8,0.001,1000,0.982934282,0.224242424
21,5,0.001,800,0.982500607,0.224242424
25,5,0.001,1000,0.983166002,0.224242424
27,5,0.001,1000,0.983226372,0.224242424
28,4,0.001,900,0.982821713,0.224242424
29,4,0.001,800,0.98284865,0.224242424
11,10,0.001,1000,0.983221848,0.224242424
24,3,0.01,200,0.982163822,0.224193897
32,4,0.001,400,0.982678502,0.224193897
32,4,0.001,800,0.98293099,0.224193897
16,8,0.001,500,0.98294663,0.224145392
28,4,0.001,800,0.98285778,0.224145392
18,5,0.01,100,0.982380608,0.224096907
13,8,0.001,900,0.982590694,0.224096907
35,3,0.001,900,0.982373358,0.224096907
24,5,0.001,1000,0.983165179,0.224096907
34,3,0.001,700,0.982087321,0.224096907
12,6,0.01,300,0.98337171,0.224096907
13,10,0.001,100,0.982483175,0.224048443
25,6,0.001,400,0.983152855,0.224048443
31,5,0.001,200,0.98296454,0.224048443
12,9,0.001,800,0.982744788,0.224048443
15,9,0.001,600,0.983282485,0.224
32,2,0.01,200,0.98186939,0.223967298
16,9,0.001,100,0.982902568,0.223951578
19,7,0.001,400,0.982862294,0.223951578
24,6,0.001,200,0.982372131,0.223951578
29,2,0.01,200,0.981438783,0.223951578
29,5,0.001,200,0.982751474,0.223951578
27,6,0.001,200,0.983006776,0.223903177
33,4,0.001,500,0.982734791,0.223903177
12,9,0.001,900,0.982901925,0.223903177
14,2,0.01,600,0.982121824,0.223854797
15,2,0.01,500,0.982138526,0.223854797
11,6,0.01,300,0.982607503,0.223854797
31,3,0.001,900,0.982153368,0.223854797
32,3,0.001,900,0.982540092,0.223806438
29,3,0.01,100,0.982352493,0.223780751
17,7,0.001,700,0.982775767,0.223758099
15,4,0.01,300,0.982526424,0.223758099
17,7,0.001,800,0.983095772,0.223758099
20,1,0.01,900,0.982123533,0.223758099
11,10,0.001,700,0.982846722,0.223758099
16,4,0.01,200,0.982234909,0.223709782
19,6,0.001,1000,0.983164478,0.223709782
21,7,0.001,300,0.983051106,0.223709782
11,9,0.001,1000,0.982717311,0.223709782
12,6,0.01,200,0.982349591,0.223709782
18,1,0.01,900,0.982316299,0.223661485
16,5,0.01,200,0.982855784,0.223661485
17,1,0.01,900,0.981880361,0.223661485
23,1,0.01,700,0.982068744,0.223661485
15,9,0.001,500,0.983089491,0.22361321
29,4,0.001,1000,0.982950477,0.22361321
13,10,0.001,200,0.98283338,0.223564955
10,3,0.01,600,0.98257798,0.223564955
34,3,0.001,900,0.982204525,0.223564955
25,4,0.001,800,0.982326374,0.223516721
26,5,0.001,200,0.982210777,0.223516721
13,10,0.001,400,0.98303082,0.223468507
24,5,0.001,500,0.982646832,0.223468507
16,7,0.001,800,0.982705152,0.223420315
30,3,0.001,1000,0.982211702,0.223420315
31,4,0.001,700,0.982805421,0.223420315
16,1,0.1,100,0.98236991,0.223372143
19,5,0.01,100,0.982523532,0.223372143
28,5,0.001,100,0.982743921,0.223346974
14,6,0.01,100,0.98148248,0.223323992
29,5,0.001,400,0.982875081,0.223323992
34,4,0.001,600,0.982860984,0.223323992
35,4,0.001,200,0.982381416,0.223275862
13,8,0.001,700,0.982556117,0.223275862
12,10,0.001,700,0.982925342,0.223275862
15,7,0.01,100,0.98235091,0.223227753
19,7,0.001,300,0.982849439,0.223227753
28,5,0.001,600,0.983047946,0.223227753
26,5,0.001,400,0.982566163,0.223179664
13,9,0.001,700,0.982988156,0.223131596
34,4,0.001,500,0.982707879,0.223131596
31,3,0.001,1000,0.982221377,0.223083549
20,6,0.001,800,0.982964408,0.223035522
24,6,0.001,100,0.981826331,0.223035522
34,3,0.001,600,0.981875779,0.223035522
28,1,0.01,500,0.981664066,0.223010753
20,7,0.001,100,0.982236229,0.222987516
34,3,0.001,800,0.98239043,0.222987516
19,6,0.001,800,0.982836818,0.222939531
25,5,0.001,100,0.982277423,0.222939531
32,3,0.001,700,0.982130316,0.222939531
33,3,0.001,1000,0.98220413,0.222939531
18,7,0.01,100,0.982668184,0.222891566
17,7,0.001,900,0.982987094,0.222891566
19,8,0.001,300,0.983069682,0.222891566
24,5,0.001,300,0.982296584,0.222891566
25,2,0.01,300,0.98156072,0.222891566
31,1,0.01,500,0.981897574,0.222866968
14,8,0.01,100,0.982875831,0.222843622
20,2,0.01,400,0.981768114,0.222843622
25,5,0.001,700,0.98284604,0.222843622
17,7,0.001,600,0.982837792,0.222795699
22,5,0.001,1000,0.982939317,0.222795699
26,3,0.01,100,0.982077626,0.222795699
31,4,0.001,600,0.982716828,0.222795699
22,1,0.01,700,0.982136583,0.222747796
28,4,0.001,1000,0.982899189,0.222747796
18,7,0.001,500,0.982862382,0.222699914
24,5,0.001,400,0.982812686,0.222699914
27,4,0.001,1000,0.982636232,0.222699914
31,4,0.001,500,0.982730482,0.222699914
11,10,0.001,600,0.982702893,0.222699914
35,3,0.001,500,0.982125048,0.222652052
35,4,0.001,500,0.982808133,0.222652052
22,6,0.001,500,0.982927966,0.222604211
13,6,0.01,200,0.982690228,0.222556391
13,9,0.001,400,0.982836068,0.222556391
15,9,0.001,200,0.982775499,0.222556391
10,10,0.01,100,0.982538252,0.222556391
15,8,0.001,700,0.982946304,0.222556391
19,6,0.001,700,0.982640015,0.222556391
22,2,0.01,300,0.981982577,0.222556391
21,6,0.001,500,0.982735186,0.222556391
19,4,0.01,200,0.982226899,0.222508591
20,6,0.01,100,0.983055795,0.222508591
22,6,0.01,100,0.983559203,0.222508591
27,5,0.001,500,0.982862036,0.222508591
27,5,0.001,900,0.983274626,0.222508591
12,10,0.001,500,0.982708658,0.222508591
30,2,0.01,100,0.981391809,0.222460812
12,9,0.001,600,0.982517143,0.222460812
18,6,0.001,900,0.982715402,0.222413053
14,9,0.001,300,0.982465836,0.222413053
25,5,0.001,300,0.982749506,0.222413053
29,4,0.001,700,0.982746069,0.222413053
17,6,0.001,1000,0.982627082,0.222365314
21,1,0.1,100,0.98208174,0.222365314
23,5,0.001,1000,0.98277062,0.222365314
24,6,0.001,400,0.98309527,0.222365314
28,6,0.001,100,0.982897163,0.222365314
11,10,0.001,800,0.983022275,0.222365314
12,7,0.01,200,0.98287214,0.222317597
21,7,0.001,200,0.982892927,0.222317597
24,6,0.001,300,0.982886358,0.222317597
26,1,0.01,600,0.981988031,0.222317597
12,9,0.001,700,0.98249101,0.222317597
21,4,0.01,100,0.982647412,0.222269899
12,2,0.01,700,0.982249867,0.222269899
32,4,0.001,500,0.982746668,0.222269899
16,8,0.001,300,0.982762595,0.222222222
23,5,0.001,900,0.982728198,0.222222222
32,4,0.001,200,0.982283471,0.222222222
34,4,0.001,400,0.982760526,0.222222222
12,10,0.001,600,0.982756786,0.222222222
35,3,0.001,600,0.981991551,0.222174566
15,10,0.001,200,0.983467285,0.222174566
20,6,0.001,100,0.982207276,0.222174566
10,10,0.001,1000,0.982694887,0.222174566
13,9,0.001,500,0.982642138,0.22212693
16,7,0.001,700,0.98281289,0.22212693
13,4,0.01,300,0.982237295,0.222079314
13,2,0.01,600,0.982220209,0.222079314
13,7,0.001,1000,0.982430095,0.222079314
26,4,0.01,100,0.98219295,0.222079314
24,5,0.001,700,0.982791967,0.222079314
27,4,0.01,100,0.982030895,0.222079314
11,10,0.001,900,0.982806711,0.222079314
33,1,0.01,400,0.981412694,0.222055675
18,7,0.001,400,0.982663534,0.222031719
17,6,0.001,600,0.98254688,0.222031719
10,2,0.01,800,0.981421916,0.222031719
15,8,0.001,400,0.982769422,0.222031719
14,8,0.001,700,0.982475545,0.222031719
26,4,0.001,500,0.98238183,0.222031719
23,6,0.001,200,0.982590183,0.221984144
27,1,0.01,500,0.981232617,0.221984144
34,4,0.001,100,0.982378188,0.221984144
13,3,0.01,400,0.981843106,0.22193659
16,9,0.001,200,0.983132472,0.22193659
21,5,0.01,100,0.982128398,0.22193659
29,3,0.001,1000,0.982048069,0.22193659
35,3,0.001,800,0.982240338,0.221889055
23,6,0.001,100,0.98224345,0.221889055
24,4,0.01,100,0.982252945,0.221889055
22,5,0.001,700,0.982761689,0.221889055
33,3,0.001,800,0.982205245,0.221889055
15,9,0.001,300,0.982539581,0.221841542
15,7,0.001,900,0.982804193,0.221841542
15,7,0.001,1000,0.982645225,0.221841542
19,6,0.001,900,0.982769373,0.221841542
29,1,0.01,500,0.981852723,0.221841542
12,8,0.001,1000,0.982227839,0.221841542
17,8,0.001,200,0.982850812,0.221794048
13,8,0.001,800,0.982562029,0.221794048
18,6,0.001,800,0.982493269,0.221794048
21,3,0.01,300,0.982299276,0.221794048
20,6,0.001,700,0.98291868,0.221794048
11,3,0.01,500,0.982305373,0.221794048
33,4,0.001,400,0.982616682,0.221794048
23,2,0.01,300,0.981972799,0.221746575
23,5,0.001,800,0.982644159,0.221746575
23,6,0.001,300,0.982707723,0.221699123
22,6,0.001,700,0.98302078,0.221699123
22,5,0.001,900,0.982884323,0.221699123
10,10,0.001,800,0.982331599,0.221699123
11,9,0.01,100,0.982560256,0.221699123
17,9,0.001,300,0.983076709,0.22165169
25,4,0.001,1000,0.982416363,0.221604278
27,4,0.001,800,0.982452255,0.221604278
30,3,0.01,100,0.982119127,0.221604278
29,5,0.001,500,0.98293566,0.221604278
20,6,0.001,600,0.982669061,0.221556886
11,4,0.01,400,0.982508038,0.221556886
31,3,0.01,100,0.981557137,0.221556886
30,4,0.001,800,0.982693899,0.221556886
13,10,0.001,300,0.98305227,0.221509515
17,6,0.001,900,0.982583702,0.221509515
14,9,0.001,400,0.982787911,0.221509515
16,8,0.001,200,0.982618279,0.221509515
21,6,0.001,400,0.98233398,0.221509515
28,4,0.001,600,0.982653683,0.221509515
21,6,0.001,600,0.982628436,0.221414832
21,5,0.001,1000,0.982698004,0.221414832
23,5,0.001,300,0.982228287,0.221414832
26,4,0.001,1000,0.982737401,0.221414832
29,4,0.001,600,0.982638803,0.221414832
28,1,0.01,400,0.980980952,0.221367521
32,3,0.001,1000,0.982543248,0.221367521
33,4,0.001,300,0.982132303,0.221367521
34,4,0.001,200,0.982417079,0.221367521
12,8,0.001,900,0.98233117,0.221367521
23,6,0.001,400,0.982794387,0.221320231
26,2,0.01,300,0.982044607,0.221320231
29,3,0.001,900,0.981809542,0.221320231
12,10,0.001,100,0.982386987,0.221320231
22,4,0.01,100,0.981968485,0.22127296
32,3,0.001,800,0.982270601,0.22127296
29,4,0.01,100,0.982164217,0.22122571
28,3,0.001,1000,0.981844878,0.22122571
11,10,0.001,500,0.982560943,0.22122571
21,2,0.01,400,0.981559858,0.22117848
24,1,0.01,600,0.981625453,0.22117848
25,4,0.01,100,0.982256076,0.22117848
32,3,0.01,100,0.982364106,0.22117848
31,3,0.001,800,0.982053951,0.22117848
10,7,0.01,200,0.982096192,0.22113127
25,5,0.001,600,0.982984435,0.22113127
28,4,0.001,500,0.982513623,0.22113127
29,4,0.001,500,0.982563528,0.22113127
18,6,0.001,600,0.982499789,0.22108408
21,5,0.001,700,0.982283125,0.22108408
27,4,0.001,900,0.982563801,0.22108408
14,8,0.001,100,0.982125773,0.221036911
19,7,0.001,200,0.982874336,0.221036911
18,7,0.001,300,0.982615445,0.220989761
15,2,0.01,400,0.981482169,0.220989761
14,8,0.001,200,0.982231817,0.220989761
24,5,0.001,600,0.982725749,0.220989761
30,4,0.001,700,0.982714642,0.220989761
12,9,0.001,500,0.982448067,0.220989761
15,1,0.01,1000,0.981738401,0.220942632
15,8,0.001,100,0.982393556,0.220942632
23,5,0.01,100,0.982868863,0.220942632
30,1,0.01,400,0.980984799,0.220922815
29,1,0.01,400,0.980989897,0.220920324
17,7,0.001,400,0.982517742,0.220895522
17,7,0.001,500,0.982487475,0.220895522
10,1,0.1,200,0.982186036,0.220895522
26,4,0.001,900,0.982497924,0.220895522
28,3,0.001,400,0.981476111,0.220895522
14,8,0.001,500,0.982509903,0.220848433
16,4,0.01,100,0.980922842,0.220801364
16,3,0.01,300,0.981656548,0.220801364
20,6,0.001,500,0.982368425,0.220801364
25,4,0.001,900,0.982258569,0.220801364
11,9,0.001,900,0.982191738,0.220801364
34,4,0.001,300,0.982218465,0.220801364
12,7,0.001,1000,0.981858269,0.220801364
16,8,0.001,100,0.982407404,0.220754315
21,1,0.01,800,0.981789957,0.220754315
27,4,0.001,700,0.982651171,0.220754315
30,4,0.001,200,0.982317609,0.220754315
17,1,0.01,800,0.981431616,0.220707286
25,4,0.001,700,0.98215159,0.220707286
29,3,0.001,600,0.981533029,0.220707286
10,4,0.01,400,0.982271984,0.220660277
20,5,0.01,100,0.981996571,0.220660277
20,1,0.01,800,0.98129399,0.220660277
23,1,0.01,600,0.981558071,0.220660277
30,3,0.001,600,0.981655998,0.220660277
11,8,0.001,1000,0.982145129,0.220660277
12,10,0.001,400,0.982716731,0.220660277
22,5,0.01,100,0.982349493,0.220613288
31,5,0.001,100,0.98256755,0.220613288
30,4,0.001,600,0.982520737,0.220613288
12,3,0.01,400,0.981603259,0.220613288
18,8,0.001,200,0.982516345,0.220566319
21,5,0.001,900,0.982374517,0.220566319
23,4,0.001,800,0.982284128,0.220566319
28,2,0.01,200,0.981959394,0.220566319
14,5,0.01,200,0.981955995,0.22051937
16,7,0.01,100,0.982339253,0.22051937
29,4,0.001,900,0.982762274,0.22051937
32,3,0.001,600,0.98242172,0.22051937
12,10,0.001,300,0.982450497,0.22051937
18,6,0.001,700,0.982554988,0.220472441
15,8,0.001,500,0.982585859,0.220472441
16,7,0.001,500,0.982362791,0.220472441
20,6,0.001,300,0.982271219,0.220472441
24,5,0.01,100,0.983109202,0.220472441
22,5,0.001,800,0.982613146,0.220472441
28,4,0.001,700,0.982500885,0.220472441
11,9,0.001,800,0.982415317,0.220472441
33,3,0.001,700,0.9821993,0.220472441
25,4,0.001,600,0.981790415,0.220425532
35,3,0.001,700,0.982128086,0.220378643
14,9,0.001,200,0.982202046,0.220378643
11,2,0.01,800,0.982387415,0.220378643
24,4,0.001,900,0.982416242,0.220378643
33,3,0.001,900,0.982076043,0.220378643
19,3,0.01,300,0.982765599,0.220331774
24,2,0.01,300,0.981666316,0.220331774
29,4,0.001,400,0.982355263,0.220331774
21,4,0.001,1000,0.982092448,0.220284925
14,7,0.001,700,0.982034659,0.220238095
19,2,0.01,500,0.982452065,0.220238095
24,1,0.01,500,0.981068249,0.220238095
25,5,0.001,200,0.982628986,0.220238095
25,5,0.001,400,0.982769889,0.220238095
32,3,0.001,400,0.981910175,0.220238095
17,7,0.001,200,0.981994005,0.220191286
14,7,0.001,1000,0.982273975,0.220191286
16,7,0.001,600,0.982525027,0.220191286
26,1,0.01,500,0.981560117,0.220191286
35,3,0.001,400,0.981815789,0.220144496
19,5,0.001,1000,0.982388073,0.220144496
12,9,0.001,400,0.982461667,0.220144496
13,8,0.001,400,0.981948302,0.220097727
10,2,0.01,900,0.982132717,0.220097727
14,8,0.001,900,0.98266724,0.220097727
20,4,0.001,1000,0.982232879,0.220097727
25,1,0.01,500,0.981878739,0.22005512
15,7,0.001,700,0.982388949,0.220050977
18,6,0.001,400,0.982178323,0.220004247
19,7,0.001,100,0.982247973,0.220004247
28,2,0.01,100,0.980594091,0.220004247
10,5,0.01,300,0.982513491,0.219957537
22,1,0.01,600,0.981651221,0.219957537
21,5,0.001,100,0.981917893,0.219910847
25,5,0.001,500,0.982649058,0.219910847
27,3,0.001,1000,0.981364819,0.219910847
28,4,0.001,300,0.982445682,0.219910847
13,7,0.01,100,0.982169154,0.219864177
27,5,0.001,400,0.982902032,0.219864177
30,4,0.001,500,0.982504137,0.219864177
18,8,0.001,100,0.982436673,0.219817526
18,5,0.001,1000,0.98223002,0.219817526
20,3,0.01,200,0.981663424,0.219817526
19,6,0.001,300,0.982036899,0.219817526
25,1,0.1,100,0.98188804,0.219817526
28,3,0.001,500,0.981310443,0.219817526
30,4,0.001,400,0.982248348,0.219817526
34,3,0.001,500,0.981862515,0.219817526
18,6,0.001,300,0.982054657,0.219770895
15,8,0.001,300,0.982362382,0.219770895
16,6,0.001,800,0.982407506,0.219770895
26,5,0.001,300,0.98233414,0.219770895
27,5,0.001,100,0.982337861,0.219770895
28,3,0.001,700,0.981406821,0.219770895
12,1,0.1,200,0.982787209,0.219770895
13,8,0.001,500,0.981888673,0.219724284
18,6,0.001,500,0.982248509,0.219724284
16,1,0.01,1000,0.981555237,0.219724284
19,2,0.01,400,0.981546848,0.219724284
28,3,0.001,800,0.981598978,0.219724284
17,7,0.001,100,0.98172615,0.219677693
10,6,0.01,200,0.981773786,0.219677693
19,6,0.001,400,0.982139349,0.219677693
23,4,0.001,900,0.982319864,0.219677693
12,10,0.001,200,0.98226113,0.219677693
35,3,0.001,300,0.981802082,0.219631121
22,6,0.001,200,0.982470539,0.219631121
10,10,0.001,900,0.982409639,0.219631121
26,4,0.001,600,0.982366117,0.219631121
11,8,0.001,200,0.981333139,0.219631121
17,6,0.001,400,0.98204712,0.21958457
14,4,0.01,300,0.982212754,0.21958457
19,1,0.01,700,0.981675524,0.21958457
10,10,0.001,100,0.981620652,0.21958457
32,3,0.001,500,0.981967161,0.21958457
22,3,0.01,200,0.981317713,0.219538038
22,6,0.001,300,0.982482221,0.219538038
23,5,0.001,600,0.982655709,0.219538038
25,4,0.001,500,0.981975219,0.219538038
33,2,0.001,800,0.98111312,0.219538038
22,4,0.001,1000,0.982103384,0.219491525
13,7,0.001,900,0.982015133,0.219445033
30,4,0.001,300,0.982057798,0.219445033
32,3,0.001,300,0.981747107,0.219445033
17,4,0.01,200,0.982282097,0.21939856
16,7,0.001,400,0.98217155,0.21939856
11,1,0.01,1000,0.980610077,0.21939856
32,4,0.001,300,0.982490576,0.21939856
19,1,0.01,600,0.98103784,0.219352107
21,5,0.001,200,0.981748573,0.219352107
10,10,0.001,300,0.982116074,0.219352107
21,5,0.001,600,0.982376625,0.219352107
25,3,0.001,900,0.981538073,0.219352107
31,3,0.001,600,0.981628628,0.219352107
18,4,0.001,1000,0.981539485,0.219305673
11,9,0.001,700,0.982129888,0.219305673
17,8,0.001,100,0.982320691,0.219259259
16,5,0.01,100,0.981025823,0.219259259
13,8,0.001,600,0.982329787,0.219212865
35,3,0.001,200,0.981577938,0.219212865
15,7,0.001,800,0.98231424,0.219212865
18,2,0.01,400,0.981481136,0.21916649
23,5,0.001,100,0.982010137,0.21916649
25,3,0.01,100,0.981402561,0.21916649
15,8,0.001,200,0.982154434,0.219120135
24,5,0.001,200,0.98232353,0.219120135
32,3,0.001,200,0.981603327,0.219120135
12,9,0.001,200,0.982023518,0.219120135
31,2,0.01,200,0.981070007,0.219099937
18,3,0.01,300,0.981954788,0.2190738
20,2,0.01,300,0.98123494,0.2190738
19,6,0.001,500,0.982568836,0.2190738
23,1,0.01,500,0.980742644,0.2190738
11,6,0.01,100,0.98117552,0.2190738
28,3,0.001,900,0.981622273,0.2190738
30,3,0.001,800,0.982090627,0.2190738
12,9,0.001,300,0.981997365,0.2190738
10,10,0.001,700,0.982085767,0.219027484
27,2,0.01,200,0.981330743,0.219027484
31,3,0.001,500,0.981407819,0.219027484
31,3,0.001,700,0.981991965,0.219027484
13,8,0.001,300,0.98196383,0.218981188
17,5,0.001,900,0.98199309,0.218981188
17,6,0.001,700,0.982410452,0.218981188
14,7,0.001,900,0.98200629,0.218981188
28,4,0.001,400,0.982443632,0.218981188
33,3,0.001,400,0.981680364,0.218981188
15,6,0.001,500,0.981637426,0.218934911
20,5,0.001,900,0.982167352,0.218934911
10,10,0.001,600,0.982021483,0.218934911
22,4,0.001,700,0.981840423,0.218934911
23,5,0.001,500,0.982491614,0.218934911
32,1,0.01,400,0.980691399,0.218914925
24,4,0.001,1000,0.982356057,0.218888654
29,3,0.001,800,0.982082617,0.218888654
17,3,0.01,300,0.981619649,0.218842417
14,8,0.001,600,0.982462344,0.218842417
21,3,0.001,100,0.980966656,0.218842417
19,6,0.001,600,0.982430757,0.218842417
31,3,0.001,200,0.981139307,0.218842417
34,3,0.001,400,0.981622945,0.218842417
17,6,0.001,800,0.982519588,0.218796199
20,1,0.01,700,0.980693508,0.218796199
31,1,0.01,400,0.981208159,0.218796199
11,10,0.001,200,0.981808699,0.218796199
12,4,0.01,200,0.981088486,0.218796199
13,6,0.001,900,0.981513381,0.21875
35,4,0.001,100,0.981981988,0.21875
15,6,0.001,900,0.982210061,0.21875
22,5,0.001,200,0.981875774,0.21875
26,4,0.001,800,0.982164504,0.21875
20,4,0.01,100,0.981984009,0.218703821
16,6,0.001,1000,0.982507741,0.218703821
10,8,0.001,1000,0.981653982,0.218703821
30,3,0.001,900,0.982094089,0.218703821
21,1,0.01,700,0.981476988,0.218657661
20,5,0.001,1000,0.98241071,0.218657661
22,5,0.001,600,0.982438845,0.218657661
11,5,0.01,300,0.982240884,0.218657661
34,3,0.001,200,0.981816587,0.218657661
15,9,0.001,100,0.982624424,0.218611521
34,3,0.001,300,0.982126737,0.218611521
18,7,0.001,200,0.98222668,0.218565401
10,9,0.01,100,0.982251596,0.218565401
25,1,0.01,400,0.980987409,0.218565401
12,4,0.01,300,0.981647929,0.218565401
33,3,0.001,600,0.981876149,0.218565401
13,9,0.001,100,0.982147164,0.2185193
13,9,0.001,200,0.982040103,0.2185193
14,6,0.001,700,0.981612656,0.2185193
19,5,0.001,600,0.982012747,0.2185193
21,7,0.001,100,0.982427149,0.2185193
20,5,0.001,500,0.981738026,0.2185193
25,3,0.001,1000,0.981346184,0.2185193
13,9,0.001,300,0.982486968,0.218473218
23,3,0.001,900,0.981123189,0.218473218
25,2,0.01,200,0.98070328,0.218473218
15,5,0.01,100,0.981346534,0.218427156
16,6,0.01,100,0.98202549,0.218427156
24,4,0.001,700,0.981911758,0.218427156
31,2,0.001,900,0.980816311,0.218427156
12,8,0.001,400,0.981692226,0.218381113
17,5,0.001,1000,0.982090768,0.21833509
18,5,0.001,700,0.981592049,0.21833509
24,4,0.001,600,0.982006816,0.21833509
27,4,0.001,100,0.981279883,0.21833509
31,3,0.001,100,0.980942597,0.21833509
12,8,0.001,800,0.981908223,0.21833509
17,7,0.001,300,0.982385317,0.218289086
14,8,0.001,300,0.982033666,0.218289086
17,5,0.01,100,0.982003846,0.218289086
23,2,0.01,200,0.981150277,0.218289086
22,4,0.001,900,0.981888181,0.218289086
30,3,0.001,700,0.981714176,0.218289086
12,6,0.01,100,0.981067085,0.218289086
29,3,0.001,700,0.981727134,0.218243101
11,10,0.001,400,0.982404999,0.218243101
15,2,0.01,300,0.980332819,0.218197136
22,5,0.001,300,0.982105892,0.218197136
28,3,0.001,300,0.981187537,0.218197136
31,3,0.001,400,0.981683534,0.218197136
14,5,0.001,700,0.981010436,0.21815119
15,6,0.001,600,0.981860976,0.21815119
23,4,0.01,100,0.981401611,0.21815119
11,8,0.01,100,0.981819835,0.21815119
17,6,0.001,200,0.98183493,0.218105263
10,10,0.001,400,0.981677666,0.218105263
26,2,0.01,200,0.980723025,0.218105263
27,3,0.001,900,0.981196453,0.218105263
31,4,0.001,300,0.982239199,0.218105263
33,2,0.001,1000,0.981091519,0.218105263
34,1,0.01,400,0.980946244,0.218075068
18,5,0.001,900,0.981998738,0.218059356
15,6,0.001,800,0.981812127,0.218059356
16,6,0.001,700,0.982041422,0.218059356
22,1,0.01,500,0.981034344,0.218059356
26,4,0.001,700,0.982336487,0.218059356
31,2,0.001,1000,0.981161204,0.218059356
